,Suburb_id,Suburb,Postcode,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
2262,2262,Tingalpa,4173.0,Coffee Shop,Gas Station,Shopping Mall,Seafood Restaurant,Gym / Fitness Center,Sandwich Place,Liquor Store,Grocery Store,Mexican Restaurant,Kebab Restaurant
2263,2263,Tivendale,822.0,,,,,,,,,,
2264,2264,Tivoli,4305.0,Baseball Field,,,,,,,,,
2265,2265,Tiwi,810.0,Video Game Store,,,,,,,,,
2266,2266,Tolmans Hill,7007.0,,,,,,,,,,
2267,2267,Tonimbuk,3815.0,,,,,,,,,,
2268,2268,Toolern Vale,3337.0,Fast Food Restaurant,,,,,,,,,
2269,2269,Toongabbie,2146.0,Platform,Train Station,Bar,Gym / Fitness Center,Café,,,,,
2270,2270,Tooradin,3980.0,Grocery Store,Italian Restaurant,Fish & Chips Shop,Bakery,,,,,,
2271,2271,Toorak,3142.0,Spa,Grocery Store,Supermarket,,,,,,,
2272,2272,Toorak Gardens,5065.0,Park,Athletics & Sports,Indian Restaurant,,,,,,,
2273,2273,Toorbul,4510.0,Park,Pub,Scenic Lookout,,,,,,,
2274,2274,Tootgarook,3941.0,Construction & Landscaping,,,,,,,,,
2275,2275,Torrens,2607.0,Bus Station,Café,Shop & Service,,,,,,,
2276,2276,Torrens Park,5062.0,Bathing Area,,,,,,,,,
2277,2277,Torrensville,5031.0,Supermarket,Restaurant,Shopping Mall,Café,Warehouse Store,,,,,
2278,2278,Tottenham,3012.0,,,,,,,,,,
2279,2279,Tranmere,5073.0,Bus Station,Fast Food Restaurant,Fish & Chips Shop,Video Game Store,Video Store,Asian Restaurant,Pizza Place,Pharmacy,Grocery Store,Sandwich Place
2280,2280,Tranmere,7018.0,,,,,,,,,,
2281,2281,Travancore,3032.0,Gastropub,Hockey Field,Casino,Dog Run,Light Rail Station,,,,,
2282,2282,Tregear,2770.0,,,,,,,,,,
2283,2283,Tremont,3785.0,Trail,Mountain,,,,,,,,
2284,2284,Trigg,6029.0,,,,,,,,,,
2285,2285,Trinity Gardens,5068.0,Fast Food Restaurant,Fabric Shop,Paper / Office Supplies Store,Café,,,,,,
2286,2286,Trott Park,5158.0,Women's Store,Playground,,,,,,,,
2287,2287,Truganina,3029.0,Shopping Mall,,,,,,,,,
2288,2288,Tuart Hill,6060.0,Italian Restaurant,Fish & Chips Shop,Sports Club,Playground,,,,,,
2289,2289,Tuerong,3915.0,,,,,,,,,,
2290,2290,Tullamarine,3043.0,Gym / Fitness Center,Convenience Store,Bakery,Shopping Mall,Lounge,Pizza Place,Chinese Restaurant,Café,Fast Food Restaurant,Noodle House
2291,2291,Tumbling Waters,822.0,,,,,,,,,,
2292,2292,Turner,2612.0,Athletics & Sports,Food,,,,,,,,
2293,2293,Turramurra,2074.0,Bakery,Café,Liquor Store,Pizza Place,Supermarket,Convenience Store,Burger Joint,Music Store,Bus Station,Grocery Store
2294,2294,Turrella,2205.0,Train Station,Park,Burger Joint,Platform,,,,,,
2295,2295,Tusmore,5065.0,Gas Station,Pizza Place,Café,Playground,Fast Food Restaurant,,,,,
2296,2296,Two Rocks,6037.0,,,,,,,,,,
2297,2297,Tyabb,3913.0,,,,,,,,,,
2298,2298,Tynong,3813.0,,,,,,,,,,
2299,2299,Tynong North,3813.0,,,,,,,,,,
2300,2300,Uleybury,5114.0,,,,,,,,,,
2301,2301,Ultimo,2007.0,Café,Coffee Shop,Bar,Dumpling Restaurant,Ice Cream Shop,Hotel,Fruit & Vegetable Store,Electronics Store,Supermarket,Food Court
2302,2302,Underdale,5032.0,Rental Car Location,Diner,Park,Recreation Center,,,,,,
2303,2303,Underwood,4119.0,Japanese Restaurant,Portuguese Restaurant,Grocery Store,Gym,Middle Eastern Restaurant,Fast Food Restaurant,Farmers Market,Coffee Shop,Pizza Place,Supermarket
2304,2304,Undullah,4285.0,,,,,,,,,,
2305,2305,Unley,5061.0,Café,Indian Restaurant,Fish & Chips Shop,Italian Restaurant,Australian Restaurant,Burger Joint,Tapas Restaurant,Ice Cream Shop,Gym,
2306,2306,Unley Park,5061.0,Movie Theater,,,,,,,,,
2307,2307,Upper Brookfield,4069.0,Bus Station,,,,,,,,,
2308,2308,Upper Caboolture,4510.0,,,,,,,,,,
2309,2309,Upper Ferntree Gully,3156.0,Shopping Mall,Indian Restaurant,Café,Food & Drink Shop,,,,,,
2310,2310,Upper Hermitage,5131.0,,,,,,,,,,
2311,2311,Upper Kedron,4055.0,Garden Center,Park,Bus Station,,,,,,,
2312,2312,Upper Mount Gravatt,4122.0,Coffee Shop,Fast Food Restaurant,Sandwich Place,Supermarket,Chinese Restaurant,Mexican Restaurant,Sushi Restaurant,Bakery,Middle Eastern Restaurant,Indian Restaurant
2313,2313,Upper Sturt,5156.0,,,,,,,,,,
2314,2314,Upper Swan,6069.0,,,,,,,,,,
2315,2315,Upwey,3158.0,Supermarket,Convenience Store,Chinese Restaurant,Café,Grocery Store,Thai Restaurant,,,,
2316,2316,Urrbrae,5064.0,Garden,Sculpture Garden,Coffee Shop,,,,,,,
2317,2317,Vale Park,5081.0,Park,Campground,,,,,,,,
2318,2318,Valley View,5093.0,Supermarket,Pharmacy,Burger Joint,Golf Course,Gym,,,,,
2319,2319,Varroville,2566.0,,,,,,,,,,
2320,2320,Vaucluse,2030.0,Beach,History Museum,Café,Historic Site,,,,,,
2321,2321,Veresdale,4285.0,Hotel,,,,,,,,,
2322,2322,Veresdale Scrub,4285.0,,,,,,,,,,
2323,2323,Vermont,3133.0,Thai Restaurant,Pizza Place,Indian Restaurant,Convenience Store,,,,,,
2324,2324,Vermont South,3133.0,Pizza Place,Supermarket,Chinese Restaurant,Light Rail Station,Malay Restaurant,Sushi Restaurant,Thai Restaurant,Fried Chicken Joint,Bakery,Shopping Mall
2325,2325,Vervale,3814.0,,,,,,,,,,
2326,2326,Victoria Park,6100.0,Café,Korean Restaurant,Japanese Restaurant,Dessert Shop,Supermarket,Pharmacy,Malay Restaurant,Vegetarian / Vegan Restaurant,Cocktail Bar,Pizza Place
2327,2327,Victoria Point,4165.0,Bus Station,,,,,,,,,
2328,2328,Viewbank,3084.0,Park,,,,,,,,,
2329,2329,Villawood,2163.0,Train Station,Bowling Alley,Electronics Store,Gym,Café,Liquor Store,Racetrack,,,
2330,2330,Vineyard,2765.0,Train Station,Pet Store,Flower Shop,,,,,,,
2331,2331,Virginia,834.0,,,,,,,,,,
2332,2332,Virginia,4014.0,Pet Store,Pharmacy,Paper / Office Supplies Store,Sporting Goods Shop,Construction & Landscaping,Golf Course,Gym,,,
2333,2333,Virginia,5120.0,,,,,,,,,,
2334,2334,Vista,5091.0,Indoor Play Area,,,,,,,,,
2335,2335,Viveash,6056.0,,,,,,,,,,
2336,2336,Voyager Point,2172.0,Lake,,,,,,,,,
2337,2337,Wacol,4076.0,Train Station,Burger Joint,Café,,,,,,,
2338,2338,Wagait Beach,822.0,Beach,,,,,,,,,
2339,2339,Wagaman,810.0,,,,,,,,,,
2340,2340,Waikiki,6169.0,Fast Food Restaurant,Supermarket,Shopping Mall,Sporting Goods Shop,,,,,,
2341,2341,Waitara,2077.0,Thai Restaurant,Food & Drink Shop,BBQ Joint,Gym,Turkish Restaurant,Sports Bar,Indian Restaurant,Pub,Park,Chinese Restaurant
2342,2342,Wakeley,2176.0,Park,Pizza Place,Sports Bar,,,,,,,
2343,2343,Wakerley,4154.0,Motel,Electronics Store,,,,,,,,
2344,2344,Walkerville,5081.0,Chinese Restaurant,Sandwich Place,Café,Grocery Store,Department Store,,,,,
2345,2345,Wallacia,2745.0,Campground,Gas Station,Health & Beauty Service,Rest Area,Lake,Hotel Bar,,,,
2346,2346,Walliston,6076.0,Vineyard,,,,,,,,,
2347,2347,Walloon,4306.0,Grocery Store,Pub,,,,,,,,
2348,2348,Wamuran,4512.0,Fish & Chips Shop,Grocery Store,,,,,,,,
2349,2349,Wamuran Basin,4512.0,,,,,,,,,,
2350,2350,Wandi,6167.0,Home Service,,,,,,,,,
2351,2351,Wandin East,3139.0,,,,,,,,,,
2352,2352,Wandin North,3139.0,,,,,,,,,,
2353,2353,Wangara,6065.0,Pet Store,Automotive Shop,Clothing Store,,,,,,,
2354,2354,Wanguri,810.0,Chinese Restaurant,Fried Chicken Joint,Pizza Place,Construction & Landscaping,Pool,,,,,
2355,2355,Wanniassa,2903.0,Pizza Place,Fast Food Restaurant,Supermarket,Ice Cream Shop,Sandwich Place,Burrito Place,Convenience Store,Theater,Chinese Restaurant,Thai Restaurant
2356,2356,Wantirna,3152.0,Shopping Mall,Restaurant,Café,Fast Food Restaurant,Sandwich Place,Arcade,Other Nightlife,Grocery Store,Pizza Place,
2357,2357,Wantirna South,3152.0,Gas Station,,,,,,,,,
2358,2358,Waramanga,2611.0,Grocery Store,,,,,,,,,
2359,2359,Warburton,3799.0,Bakery,Italian Restaurant,Ice Cream Shop,Grocery Store,,,,,,
2360,2360,Wareemba,2046.0,Café,Italian Restaurant,Thai Restaurant,Gift Shop,Burger Joint,Grocery Store,,,,
2361,2361,Warnbro,6169.0,Park,Food & Drink Shop,,,,,,,,
2362,2362,Warneet,3980.0,Harbor / Marina,Convenience Store,Sports Bar,,,,,,,
2363,2363,Warner,4500.0,,,,,,,,,,
2364,2364,Warradale,5046.0,Supermarket,Pub,Video Store,Pizza Place,Train Station,Pawn Shop,,,,
2365,2365,Warrandyte,3113.0,Café,Pub,Candy Store,Dog Run,Bakery,,,,,
2366,2366,Warrandyte South,3134.0,Wedding Hall,,,,,,,,,
2367,2367,Warrane,7018.0,Daycare,,,,,,,,,
2368,2368,Warranwood,3134.0,,,,,,,,,,
2369,2369,Warrawee,2074.0,Beach,Gym / Fitness Center,Tennis Court,,,,,,,
2370,2370,Warriewood,2102.0,Trail,Flower Shop,,,,,,,,
2371,2371,Warwick,6024.0,Fast Food Restaurant,Café,Frozen Yogurt Shop,Mexican Restaurant,Coffee Shop,Video Game Store,Pizza Place,Movie Theater,Supermarket,Italian Restaurant
2372,2372,Warwick Farm,2170.0,Fast Food Restaurant,Steakhouse,Platform,Arts & Crafts Store,Discount Store,Café,Train Station,Racetrack,,
2373,2373,Waterfall,2233.0,Campground,,,,,,,,,
2374,2374,Waterfall Gully,5066.0,Trail,,,,,,,,,
2375,2375,Waterford,4133.0,Airport,,,,,,,,,
2376,2376,Waterford,6152.0,Asian Restaurant,Frozen Yogurt Shop,Fast Food Restaurant,Pizza Place,Portuguese Restaurant,Burger Joint,Dessert Shop,Italian Restaurant,,
2377,2377,Waterford West,4133.0,,,,,,,,,,
2378,2378,Waterloo,2017.0,Café,Grocery Store,Japanese Restaurant,Art Gallery,Thai Restaurant,Gym,Park,Chinese Restaurant,Bar,Rugby Pitch
2379,2379,Waterloo Corner,5110.0,Fish Market,,,,,,,,,
2380,2380,Watermans Bay,6020.0,Park,Dog Run,Café,,,,,,,
2381,2381,Waterways,3195.0,Café,,,,,,,,,
2382,2382,Watson,2602.0,Grocery Store,Shopping Plaza,Health & Beauty Service,Café,,,,,,
2383,2383,Watsonia,3087.0,Pizza Place,Bakery,Grocery Store,Fish & Chips Shop,Thrift / Vintage Store,Australian Restaurant,Sandwich Place,Café,Train Station,
2384,2384,Watsonia North,3087.0,Pizza Place,,,,,,,,,
2385,2385,Watsons Bay,2030.0,Park,Scenic Lookout,Seafood Restaurant,Harbor / Marina,Beer Garden,Beach,Fish & Chips Shop,Pub,Surf Spot,National Park
2386,2386,Watsons Creek,3097.0,Café,,,,,,,,,
2387,2387,Wattle Glen,3096.0,Tree,Train Station,Café,,,,,,,
2388,2388,Wattle Grove,2173.0,Lake,Bar,Pharmacy,,,,,,,
2389,2389,Wattle Grove,6107.0,Australian Restaurant,Flower Shop,,,,,,,,
2390,2390,Wattle Park,5066.0,Grocery Store,Italian Restaurant,Bakery,,,,,,,
2391,2391,Wattleup,6166.0,Garden Center,,,,,,,,,
2392,2392,Wavell Heights,4012.0,Café,Bakery,Pizza Place,Liquor Store,,,,,,
2393,2393,Waverley,2024.0,Pub,Café,Convenience Store,Vietnamese Restaurant,Bowling Green,Spa,Diner,Restaurant,Pizza Place,
2394,2394,Waverton,2060.0,Café,Platform,Wine Shop,Park,Scenic Lookout,Thai Restaurant,Indian Restaurant,Bowling Green,,
2395,2395,Wayville,5034.0,Café,Supermarket,Stadium,Pub,Tram Station,,,,,
2396,2396,Weddell,822.0,,,,,,,,,,
2397,2397,Wedderburn,2560.0,,,,,,,,,,
2398,2398,Weetangera,2614.0,Cosmetics Shop,,,,,,,,,
2399,2399,Welland,5007.0,Pet Store,Pharmacy,Fish & Chips Shop,Pizza Place,Sandwich Place,,,,,
2400,2400,Wellard,6170.0,,,,,,,,,,
2401,2401,Wellington Point,4160.0,Café,Indian Restaurant,Hotel Bar,Pub,Seafood Restaurant,Pizza Place,Ice Cream Shop,Shopping Mall,,
2402,2402,Welsby,4507.0,,,,,,,,,,
2403,2403,Welshpool,6106.0,Rental Car Location,Auto Workshop,Business Service,,,,,,,
2404,2404,Wembley,6014.0,Spa,Bowling Green,,,,,,,,
2405,2405,Wembley Downs,6019.0,Pharmacy,Grocery Store,Liquor Store,Bakery,,,,,,
2406,2406,Wentworth Point,2127.0,Café,Shopping Mall,Thai Restaurant,Park,Scenic Lookout,Restaurant,Coffee Shop,Grocery Store,,
2407,2407,Wentworthville,2145.0,Thai Restaurant,Pizza Place,Café,Platform,Indian Restaurant,Bakery,Gourmet Shop,Fish & Chips Shop,Grocery Store,Sandwich Place
2408,2408,Werribee,3030.0,Bar,Middle Eastern Restaurant,Gym,Coffee Shop,Convenience Store,Pub,Café,Fast Food Restaurant,Neighborhood,Yoga Studio
2409,2409,Werribee South,3030.0,Fruit & Vegetable Store,,,,,,,,,
2410,2410,Werrington,2747.0,Bar,,,,,,,,,
2411,2411,Werrington County,2747.0,Shopping Plaza,Fast Food Restaurant,Seafood Restaurant,Home Service,,,,,,
2412,2412,Werrington Downs,2747.0,Park,,,,,,,,,
2413,2413,Wesburn,3799.0,Pub,Rock Club,Café,,,,,,,
2414,2414,West Beach,5024.0,Café,Baseball Field,Bakery,Restaurant,Athletics & Sports,Soccer Field,,,,
2415,2415,West Croydon,5008.0,Train Station,Food & Drink Shop,Donut Shop,Playground,,,,,,
2416,2416,West End,4101.0,Café,Coffee Shop,Bar,Japanese Restaurant,Cocktail Bar,Vegetarian / Vegan Restaurant,Bookstore,Sandwich Place,Brewery,Vietnamese Restaurant
2417,2417,West Footscray,3012.0,Park,Indian Restaurant,Café,South Indian Restaurant,,,,,,
2418,2418,West Hindmarsh,5007.0,Pharmacy,Miscellaneous Shop,Fish & Chips Shop,Sandwich Place,Liquor Store,,,,,
2419,2419,West Hobart,7000.0,Park,Coffee Shop,Pizza Place,Convenience Store,Café,,,,,
2420,2420,West Hoxton,2171.0,,,,,,,,,,
2421,2421,West Ipswich,4305.0,Furniture / Home Store,Pharmacy,Grocery Store,Café,,,,,,
2422,2422,West Lakes,5021.0,Gift Shop,Lake,Golf Course,,,,,,,
2423,2423,West Lakes Shore,5020.0,Chinese Restaurant,Bakery,Park,Playground,Grocery Store,,,,,
2424,2424,West Leederville,6007.0,Café,Coffee Shop,Pub,Liquor Store,Football Stadium,Pharmacy,Park,Supermarket,Beer Bar,
2425,2425,West Melbourne,3003.0,Pier,Tour Provider,Asian Restaurant,,,,,,,
2426,2426,West Moonah,7009.0,Photography Studio,,,,,,,,,
2427,2427,West Pennant Hills,2125.0,Bakery,Supermarket,Park,Burger Joint,Soccer Field,Asian Restaurant,,,,
2428,2428,West Perth,6005.0,Café,Science Museum,Boutique,Clothing Store,Turkish Restaurant,Park,Motel,Sandwich Place,Falafel Restaurant,Coffee Shop
2429,2429,West Pymble,2073.0,Café,Grocery Store,Shopping Mall,Basketball Court,Liquor Store,Brewery,Italian Restaurant,,,
2430,2430,West Richmond,5033.0,Fast Food Restaurant,Liquor Store,,,,,,,,
2431,2431,West Ryde,2114.0,Pizza Place,Japanese Restaurant,Martial Arts Dojo,Video Store,Gym,Miscellaneous Shop,Korean Restaurant,Pharmacy,BBQ Joint,
2432,2432,West Swan,6055.0,Farm,,,,,,,,,
2433,2433,Westbourne Park,5041.0,Train Station,Department Store,Coffee Shop,Bakery,,,,,,
2434,2434,Westlake,4074.0,Shopping Mall,Restaurant,Soccer Field,,,,,,,
2435,2435,Westleigh,2120.0,Chinese Restaurant,Shopping Mall,Italian Restaurant,Park,Thrift / Vintage Store,,,,,
2436,2436,Westmead,2145.0,Platform,Thai Restaurant,Snack Place,Coffee Shop,Sandwich Place,Café,Fast Food Restaurant,,,
2437,2437,Westmeadows,3049.0,Park,Bakery,Hotel,Miscellaneous Shop,Fish & Chips Shop,Pharmacy,Pizza Place,Grocery Store,Chinese Restaurant,Italian Restaurant
2438,2438,Westminster,6061.0,Harbor / Marina,Vietnamese Restaurant,Playground,,,,,,,
2439,2439,Weston,2611.0,Café,,,,,,,,,
2440,2440,Wetherill Park,2164.0,Bowling Alley,Burger Joint,Pizza Place,Thai Restaurant,,,,,,
2441,2441,Whalan,2770.0,Pharmacy,Convenience Store,,,,,,,,
2442,2442,Whale Beach,2107.0,Café,Fish & Chips Shop,Fishing Spot,Beach,Scenic Lookout,Sandwich Place,Playground,,,
2443,2443,Wheeler Heights,2097.0,Food & Drink Shop,Furniture / Home Store,Gourmet Shop,Antique Shop,Sandwich Place,,,,,
2444,2444,Wheelers Hill,3150.0,Pizza Place,Café,Japanese Restaurant,Indian Restaurant,Supermarket,Fish & Chips Shop,Art Gallery,Portuguese Restaurant,Shopping Mall,Pub
2445,2445,White Gum Valley,6162.0,Playground,Dance Studio,Rental Car Location,Park,Soccer Field,Video Store,Theater,,,
2446,2446,White Patch,4507.0,,,,,,,,,,
2447,2447,Whiteman,6068.0,,,,,,,,,,
2448,2448,Whites Valley,5172.0,,,,,,,,,,
2449,2449,Whiteside,4503.0,,,,,,,,,,
2450,2450,Whittlesea,3757.0,Grocery Store,Fast Food Restaurant,Café,Deli / Bodega,Pet Store,Bakery,,,,
2451,2451,Wickham,822.0,,,,,,,,,,
2452,2452,Wights Mountain,4520.0,,,,,,,,,,
2453,2453,Wilberforce,2756.0,Food,Fast Food Restaurant,River,Pizza Place,Indian Restaurant,Gym,,,,
2454,2454,Wildwood,3429.0,,,,,,,,,,
2455,2455,Wiley Park,2195.0,Fast Food Restaurant,Train Station,Middle Eastern Restaurant,Paper / Office Supplies Store,Café,,,,,
2456,2456,Willagee,6156.0,Dance Studio,Furniture / Home Store,Baseball Field,Donut Shop,Grocery Store,,,,,
2457,2457,Willaston,5118.0,Gas Station,Campground,Pub,Other Great Outdoors,Pool,,,,,
2458,2458,Willawong,4110.0,,,,,,,,,,
2459,2459,Willetton,6155.0,Park,,,,,,,,,
2460,2460,Williams Landing,3027.0,Playground,,,,,,,,,
2461,2461,Williamstown,3016.0,Supermarket,Italian Restaurant,Food,Convenience Store,Pub,,,,,
2462,2462,Williamstown North,3016.0,Rental Car Location,Park,Antique Shop,,,,,,,
2463,2463,Willmot,2770.0,Playground,,,,,,,,,
2464,2464,Willoughby,2068.0,Pizza Place,Café,Japanese Restaurant,Bus Station,Restaurant,Playground,Thai Restaurant,Gym / Fitness Center,Park,Pub
2465,2465,Willoughby East,2068.0,Arts & Crafts Store,Park,Bus Station,Playground,,,,,,
2466,2466,Willowbank,4306.0,,,,,,,,,,
2467,2467,Willunga,5172.0,Café,Pub,Farmers Market,Gourmet Shop,Bakery,,,,,
2468,2468,Willunga South,5172.0,,,,,,,,,,
2469,2469,Wilson,6107.0,Chinese Restaurant,Fish & Chips Shop,Convenience Store,Bed & Breakfast,,,,,,
2470,2470,Wilston,4051.0,Café,Breakfast Spot,Mexican Restaurant,Paper / Office Supplies Store,Coffee Shop,Sandwich Place,Asian Restaurant,Pizza Place,Chinese Restaurant,Grocery Store
2471,2471,Windaroo,4207.0,Home Service,Golf Course,Australian Restaurant,,,,,,,
2472,2472,Windsor,2756.0,Dance Studio,Pizza Place,Video Store,Gym,Café,,,,,
2473,2473,Windsor,3181.0,Café,Pub,Japanese Restaurant,Thai Restaurant,Cocktail Bar,Italian Restaurant,Restaurant,Middle Eastern Restaurant,Fish & Chips Shop,Bar
2474,2474,Windsor,4030.0,Gas Station,Pharmacy,Sushi Restaurant,Sporting Goods Shop,Thai Restaurant,Grocery Store,Café,Park,Train Station,Vegetarian / Vegan Restaurant
2475,2475,Windsor Downs,2756.0,,,,,,,,,,
2476,2476,Windsor Gardens,5087.0,Arts & Crafts Store,Convenience Store,Supermarket,Office,,,,,,
2477,2477,Wingfield,5013.0,,,,,,,,,,
2478,2478,Winnellie,820.0,Resort,Athletics & Sports,Gym,,,,,,,
2479,2479,Winston Hills,2153.0,Chinese Restaurant,Park,Soccer Field,Bus Station,,,,,,
2480,2480,Winthrop,6150.0,Deli / Bodega,Park,Tourist Information Center,,,,,,,
2481,2481,Wisemans Ferry,2775.0,Boat or Ferry,Park,River,Pub,,,,,,
2482,2482,Wishart,822.0,,,,,,,,,,
2483,2483,Wishart,4122.0,Bus Station,Fish & Chips Shop,Pizza Place,,,,,,,
2484,2484,Wolffdene,4207.0,Tree,,,,,,,,,
2485,2485,Wollert,3750.0,,,,,,,,,,
2486,2486,Wolli Creek,2205.0,Café,Chinese Restaurant,Supermarket,Dumpling Restaurant,Gift Shop,Gym,Gym / Fitness Center,Park,Train Station,Coffee Shop
2487,2487,Wollstonecraft,2065.0,Park,Café,Platform,Train Station,Pet Store,,,,,
2488,2488,Wonga Park,3115.0,,,,,,,,,,
2489,2489,Woodbine,2560.0,Park,Government Building,,,,,,,,
2490,2490,Woodbridge,6056.0,Train Station,Park,Fast Food Restaurant,Sandwich Place,Electronics Store,Ice Cream Shop,Grocery Store,Dessert Shop,,
2491,2491,Woodcroft,2767.0,Bar,Park,,,,,,,,
2492,2492,Woodcroft,5162.0,Pizza Place,Gym / Fitness Center,Liquor Store,,,,,,,
2493,2493,Woodend,4305.0,Grocery Store,Fast Food Restaurant,Sandwich Place,Shopping Mall,,,,,,
2494,2494,Woodford,4514.0,Café,Supermarket,Pub,Bakery,Grocery Store,,,,,
2495,2495,Woodhill,4285.0,,,,,,,,,,
2496,2496,Woodlands,6018.0,Bakery,Lake,Steakhouse,Thai Restaurant,Grocery Store,Paper / Office Supplies Store,Shopping Mall,Breakfast Spot,,
2497,2497,Woodpark,2164.0,Convenience Store,Bus Station,Bakery,Café,,,,,,
2498,2498,Woodridge,4114.0,Park,Deli / Bodega,Australian Restaurant,Train Station,,,,,,
2499,2499,Woodroffe,830.0,,,,,,,,,,
2500,2500,Woodstock,3751.0,Café,,,,,,,,,
2501,2501,Woodvale,6026.0,Supermarket,Shopping Plaza,Park,Sandwich Place,Liquor Store,,,,,
2502,2502,Woodville,5011.0,Indian Restaurant,Supermarket,Fast Food Restaurant,Bowling Alley,Seafood Restaurant,Pub,Café,Vietnamese Restaurant,,
2503,2503,Woodville Gardens,5012.0,Pet Store,Grocery Store,,,,,,,,
2504,2504,Woodville North,5012.0,Vietnamese Restaurant,,,,,,,,,
2505,2505,Woodville Park,5011.0,Train Station,Jewelry Store,Smoke Shop,Convenience Store,Café,Fast Food Restaurant,,,,
2506,2506,Woodville South,5011.0,Indian Restaurant,Supermarket,Fast Food Restaurant,Bowling Alley,Seafood Restaurant,Pub,Café,Vietnamese Restaurant,,
2507,2507,Woodville West,5011.0,Train Station,,,,,,,,,
2508,2508,Woody Point,4019.0,Park,Bowling Green,,,,,,,,
2509,2509,Woollahra,2025.0,Café,Bakery,Bar,Shopping Mall,Park,Market,Australian Restaurant,Seafood Restaurant,Pub,Italian Restaurant
2510,2510,Woolloomooloo,2011.0,Café,Hotel,Italian Restaurant,Australian Restaurant,Chinese Restaurant,Bar,Thai Restaurant,Pub,Trail,Dumpling Restaurant
2511,2511,Woolner,820.0,Chinese Restaurant,Home Service,Pub,,,,,,,
2512,2512,Woolooware,2230.0,Cupcake Shop,Spa,Liquor Store,Train Station,,,,,,
2513,2513,Wooloowin,4030.0,Grocery Store,Park,French Restaurant,Indian Restaurant,Pizza Place,Café,,,,
2514,2514,Woolshed,4340.0,,,,,,,,,,
2515,2515,Woolwich,2110.0,Harbor / Marina,Café,Italian Restaurant,Park,Australian Restaurant,Bar,,,,
2516,2516,Woori Yallock,3139.0,Shopping Mall,Pizza Place,Vineyard,Café,,,,,,
2517,2517,Woorim,4507.0,Beach,Surf Spot,Hotel,Seafood Restaurant,Grocery Store,,,,,
2518,2518,Wooroloo,6558.0,Park,,,,,,,,,
2519,2519,Woronora,2232.0,River,Park,Café,,,,,,,
2520,2520,Woronora Heights,2233.0,Grocery Store,,,,,,,,,
2521,2521,Wright,2611.0,Bus Station,,,,,,,,,
2522,2522,Wulagi,812.0,Fish & Chips Shop,Convenience Store,,,,,,,,
2523,2523,Wulkuraka,4305.0,Train Station,Platform,,,,,,,,
2524,2524,Wungong,6112.0,,,,,,,,,,
2525,2525,Wyndham Vale,3024.0,Thai Restaurant,Convenience Store,Pizza Place,Sandwich Place,Asian Restaurant,Playground,Fast Food Restaurant,,,
2526,2526,Wynn Vale,5127.0,Grocery Store,Fish & Chips Shop,Shopping Mall,,,,,,,
2527,2527,Wynnum,4178.0,Coffee Shop,Bar,Pool,Water Park,Sandwich Place,Thai Restaurant,Beach,Seafood Restaurant,Grocery Store,
2528,2528,Wynnum West,4178.0,Thai Restaurant,,,,,,,,,
2529,2529,Yagoona,2199.0,Bakery,Convenience Store,Fast Food Restaurant,Men's Store,Shopping Mall,Park,Grocery Store,Train Station,Café,
2530,2530,Yallambie,3085.0,Park,Spa,Baseball Field,,,,,,,
2531,2531,Yamanto,4305.0,Construction & Landscaping,,,,,,,,,
2532,2532,Yan Yean,3755.0,,,,,,,,,,
2533,2533,Yangebup,6164.0,,,,,,,,,,
2534,2534,Yannathan,3981.0,,,,,,,,,,
2535,2535,Yarra Glen,3775.0,Motel,Australian Restaurant,,,,,,,,
2536,2536,Yarra Junction,3797.0,Australian Restaurant,Gym,,,,,,,,
2537,2537,Yarrabilba,4207.0,,,,,,,,,,
2538,2538,Yarralumla,2600.0,Café,Grocery Store,Pizza Place,Doner Restaurant,Thai Restaurant,,,,,
2539,2539,Yarrambat,3091.0,Pet Store,Café,,,,,,,,
2540,2540,Yarramundi,2753.0,,,,,,,,,,
2541,2541,Yarraville,3013.0,Shopping Mall,Fast Food Restaurant,Paper / Office Supplies Store,Sandwich Place,,,,,,
