,Suburb_id,Suburb,Postcode,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
1250,1250,Kings Park,3021.0,Bus Station,Pub,,,,,,,,
1251,1251,Kings Park,5034.0,Fast Food Restaurant,Gym,Sandwich Place,Department Store,Sushi Restaurant,Supermarket,Thrift / Vintage Store,Clothing Store,Pharmacy,
1252,1252,Kingsbury,3083.0,Café,Bakery,Supermarket,Fish & Chips Shop,,,,,,
1253,1253,Kingsford,2032.0,Indonesian Restaurant,Chinese Restaurant,Thai Restaurant,Malay Restaurant,Café,Italian Restaurant,Fast Food Restaurant,Grocery Store,Paper / Office Supplies Store,Bubble Tea Shop
1254,1254,Kingsgrove,2208.0,Pub,Café,Supermarket,Gym,Sporting Goods Shop,Vietnamese Restaurant,,,,
1255,1255,Kingsley,6026.0,Cosmetics Shop,Electronics Store,Café,,,,,,,
1256,1256,Kingston,2604.0,Café,Thai Restaurant,Italian Restaurant,Asian Restaurant,Burger Joint,Bakery,Gym,Chinese Restaurant,Art Gallery,Mexican Restaurant
1257,1257,Kingston,4114.0,Playground,History Museum,,,,,,,,
1258,1258,Kingston,7050.0,Fast Food Restaurant,Department Store,Pizza Place,Health & Beauty Service,Shopping Mall,Gym,Grocery Store,Video Game Store,Café,Bakery
1259,1259,Kingston Beach,7050.0,Fish & Chips Shop,Coffee Shop,Beach,Pizza Place,Café,,,,,
1260,1260,Kingston Park,5049.0,Train Station,Harbor / Marina,Park,Campground,,,,,,
1261,1261,Kingsville,3012.0,Café,Thai Restaurant,Italian Restaurant,Fish & Chips Shop,,,,,,
1262,1262,Kingswood,2747.0,Sports Bar,Pizza Place,Athletics & Sports,Sandwich Place,,,,,,
1263,1263,Kingswood,5062.0,Health & Beauty Service,Athletics & Sports,,,,,,,,
1264,1264,Kinross,6028.0,Grocery Store,Liquor Store,Fast Food Restaurant,Shopping Mall,Skate Park,Pharmacy,Bakery,,,
1265,1265,Kippa-Ring,4021.0,Supermarket,Liquor Store,Train Station,,,,,,,
1266,1266,Kirkham,2570.0,Farm,,,,,,,,,
1267,1267,Kirrawee,2232.0,Café,Train Station,Chinese Restaurant,Shopping Mall,Mexican Restaurant,Coffee Shop,Japanese Restaurant,Shop & Service,,
1268,1268,Kirribilli,2061.0,Café,Scenic Lookout,Thai Restaurant,Bar,Motel,Fish Market,Food & Drink Shop,Theater,Asian Restaurant,Pizza Place
1269,1269,Klemzig,5087.0,Bakery,Japanese Restaurant,Italian Restaurant,Furniture / Home Store,Pizza Place,,,,,
1270,1270,Knoxfield,3180.0,Thai Restaurant,,,,,,,,,
1271,1271,Knuckey Lagoon,828.0,,,,,,,,,,
1272,1272,Kobble Creek,4520.0,,,,,,,,,,
1273,1273,Kogarah,2217.0,Café,Pub,Thai Restaurant,Convenience Store,Chinese Restaurant,Gym,Grocery Store,Supermarket,Shopping Mall,Sandwich Place
1274,1274,Kogarah Bay,2217.0,Seafood Restaurant,Park,Paper / Office Supplies Store,Convenience Store,,,,,,
1275,1275,Koo Wee Rup,3981.0,Bus Station,Supermarket,Gastropub,Fish & Chips Shop,Australian Restaurant,Café,Bakery,,,
1276,1276,Koo Wee Rup North,3891.0,,,,,,,,,,
1277,1277,Koondoola,6064.0,Pub,Shopping Mall,Grocery Store,Home Service,Snack Place,,,,,
1278,1278,Koongamia,6056.0,Bar,Australian Restaurant,,,,,,,,
1279,1279,Kooyong,3144.0,Light Rail Station,Yoga Studio,Train Station,Baseball Field,Park,Wine Shop,Tennis Stadium,Dog Run,,
1280,1280,Kudla,5115.0,,,,,,,,,,
1281,1281,Kuraby,4112.0,Fast Food Restaurant,Train Station,Pizza Place,Farmers Market,,,,,,
1282,1282,Kurmond,2757.0,,,,,,,,,,
1283,1283,Kurnell,2231.0,,,,,,,,,,
1284,1284,Kurraba Point,2089.0,Pier,Convenience Store,Trail,Thai Restaurant,Scenic Lookout,Beach,Boat or Ferry,Park,Café,
1285,1285,Kurrajong,2758.0,Café,Gift Shop,,,,,,,,
1286,1286,Kurrajong Hills,2758.0,,,,,,,,,,
1287,1287,Kurralta Park,5037.0,Playground,Gym / Fitness Center,Bus Station,Locksmith,,,,,,
1288,1288,Kurunjang,3337.0,Pizza Place,Convenience Store,Art Gallery,,,,,,,
1289,1289,Kurwongbah,4503.0,Racetrack,Park,,,,,,,,
1290,1290,Kwinana Beach,6167.0,,,,,,,,,,
1291,1291,Kwinana Town Centre,6167.0,Gas Station,Liquor Store,Café,Sandwich Place,Video Store,Supermarket,Department Store,,,
1292,1292,Kyeemagh,2216.0,Park,Pub,Sports Club,Soccer Stadium,Other Nightlife,,,,,
1293,1293,Kyle Bay,2221.0,Neighborhood,Italian Restaurant,Park,Pub,Café,,,,,
1294,1294,La Perouse,2036.0,Beach,Café,Tour Provider,Historic Site,History Museum,Fish & Chips Shop,Seafood Restaurant,Burger Joint,Park,Bus Station
1295,1295,Laceys Creek,4521.0,,,,,,,,,,
1296,1296,Lake Manchester,4306.0,Park,,,,,,,,,
1297,1297,Lakemba,2195.0,Pizza Place,Lebanese Restaurant,Train Station,Supermarket,Indonesian Restaurant,Grocery Store,,,,
1298,1298,Lalor,3075.0,Fish & Chips Shop,,,,,,,,,
1299,1299,Lalor Park,2147.0,,,,,,,,,,
1300,1300,Lambells Lagoon,822.0,,,,,,,,,,
1301,1301,Landsdale,6065.0,Grocery Store,Italian Restaurant,Fish & Chips Shop,Park,Liquor Store,,,,,
1302,1302,Lane Cove,2066.0,Café,Pizza Place,Gym,Bakery,Supermarket,Fried Chicken Joint,Organic Grocery,Thai Restaurant,Shopping Mall,Chinese Restaurant
1303,1303,Lane Cove North,2066.0,Café,Brewery,Golf Course,,,,,,,
1304,1304,Lane Cove West,2066.0,Café,Sandwich Place,Bakery,Fish & Chips Shop,Climbing Gym,Park,Convenience Store,,,
1305,1305,Lanefield,4340.0,,,,,,,,,,
1306,1306,Lang Lang,3984.0,Gastropub,Café,Pizza Place,Grocery Store,Bakery,Dance Studio,,,,
1307,1307,Lang Lang East,3984.0,,,,,,,,,,
1308,1308,Langford,6147.0,,,,,,,,,,
1309,1309,Langwarrin,3910.0,Medical Center,,,,,,,,,
1310,1310,Langwarrin South,3911.0,,,,,,,,,,
1311,1311,Lansdowne,2163.0,,,,,,,,,,
1312,1312,Lansvale,2166.0,Italian Restaurant,Golf Course,,,,,,,,
1313,1313,Larapinta,4110.0,Nature Preserve,,,,,,,,,
1314,1314,Largs Bay,5016.0,Café,Train Station,,,,,,,,
1315,1315,Largs North,5016.0,Café,Train Station,Pharmacy,,,,,,,
1316,1316,Larrakeyah,820.0,Hotel,,,,,,,,,
1317,1317,Latham,2615.0,Soccer Field,Grocery Store,,,,,,,,
1318,1318,Lathlain,6100.0,Café,Halal Restaurant,Donut Shop,Soccer Field,Malay Restaurant,Indian Restaurant,Bakery,,,
1319,1319,Lauderdale,7021.0,,,,,,,,,,
1320,1320,Laughtondale,2775.0,,,,,,,,,,
1321,1321,Launching Place,3139.0,Bar,Athletics & Sports,,,,,,,,
1322,1322,Lavender Bay,2060.0,Café,Bar,Juice Bar,Gym,Pizza Place,Burger Joint,Moroccan Restaurant,Theme Park Ride / Attraction,Park,Mediterranean Restaurant
1323,1323,Laverton,3028.0,Playground,,,,,,,,,
1324,1324,Laverton North,3026.0,Fast Food Restaurant,Noodle House,Convenience Store,Sandwich Place,,,,,,
1325,1325,Lawnton,4501.0,Train Station,Coffee Shop,Outdoor Supply Store,Gym,,,,,,
1326,1326,Lawson,2617.0,,,,,,,,,,
1327,1327,Leabrook,5068.0,Movie Theater,Bakery,Indian Restaurant,Shopping Mall,Café,Asian Restaurant,Vietnamese Restaurant,Playground,Pizza Place,Supermarket
1328,1328,Leanyer,812.0,Grocery Store,Pub,,,,,,,,
1329,1329,Leawood Gardens,5150.0,,,,,,,,,,
1330,1330,Leda,6170.0,,,,,,,,,,
1331,1331,Lee Point,810.0,Restaurant,,,,,,,,,
1332,1332,Leederville,6007.0,Café,Coffee Shop,Wine Bar,Asian Restaurant,Pizza Place,Gourmet Shop,Indie Movie Theater,Beer Store,,
1333,1333,Leets Vale,2775.0,,,,,,,,,,
1334,1334,Leichhardt,2040.0,Café,Italian Restaurant,Pub,Bakery,Thai Restaurant,Japanese Restaurant,Brazilian Restaurant,Pizza Place,Indie Movie Theater,Supermarket
1335,1335,Leichhardt,4305.0,Train Station,Platform,Light Rail Station,,,,,,,
1336,1336,Lenah Valley,7008.0,Food Truck,Bus Station,,,,,,,,
1337,1337,Leonay,2750.0,Italian Restaurant,Coffee Shop,Gym,,,,,,,
1338,1338,Leppington,2179.0,,,,,,,,,,
1339,1339,Lesmurdie,6076.0,Gas Station,Scenic Lookout,,,,,,,,
1340,1340,Lethbridge Park,2770.0,,,,,,,,,,
1341,1341,Leumeah,2560.0,Bar,Mexican Restaurant,Sports Bar,,,,,,,
1342,1342,Lewisham,2049.0,Newsstand,Platform,Park,Paper / Office Supplies Store,Gym / Fitness Center,Café,Train Station,,,
1343,1343,Lexia,6079.0,,,,,,,,,,
1344,1344,Liberty Grove,2138.0,Bakery,Park,Lake,Pizza Place,Liquor Store,,,,,
1345,1345,Lidcombe,2141.0,Café,Korean Restaurant,Vietnamese Restaurant,Park,Japanese Restaurant,General Entertainment,Fried Chicken Joint,Bistro,Filipino Restaurant,Chinese Restaurant
1346,1346,Lightsview,5085.0,Café,Supermarket,Shopping Mall,Liquor Store,Fast Food Restaurant,,,,,
1347,1347,Lilli Pilli,2229.0,Harbor / Marina,Pool,,,,,,,,
1348,1348,Lilydale,3140.0,Department Store,Health & Beauty Service,Discount Store,Doctor's Office,Café,,,,,
1349,1349,Lilyfield,2040.0,Park,Café,Breakfast Spot,Grocery Store,Pizza Place,Bus Station,,,,
1350,1350,Linden Park,5065.0,Bar,Café,Arts & Crafts Store,,,,,,,
1351,1351,Lindfield,2070.0,Café,Coffee Shop,Pizza Place,Farmers Market,French Restaurant,Bakery,Convenience Store,Train Station,,
1352,1352,Lindisfarne,7015.0,Breakfast Spot,Park,Harbor / Marina,Grocery Store,Bakery,,,,,
1353,1353,Linley Point,2066.0,Park,Historic Site,Furniture / Home Store,,,,,,,
1354,1354,Little Bay,2036.0,Supermarket,Café,Garden,Italian Restaurant,Park,Pizza Place,Asian Restaurant,,,
1355,1355,Little River,3211.0,,,,,,,,,,
1356,1356,Liverpool,2170.0,Fast Food Restaurant,Italian Restaurant,Middle Eastern Restaurant,Athletics & Sports,Restaurant,Gym / Fitness Center,Pub,,,
1357,1357,Livingstone,822.0,,,,,,,,,,
1358,1358,Llandilo,2747.0,,,,,,,,,,
1359,1359,Lloyd Creek,822.0,Photography Studio,,,,,,,,,
1360,1360,Lockleys,5032.0,Coffee Shop,,,,,,,,,
1361,1361,Lockridge,6054.0,Park,,,,,,,,,
1362,1362,Loftus,2232.0,Train Station,Museum,River,Bakery,,,,,,
1363,1363,Logan Central,4114.0,Performing Arts Venue,Convenience Store,Gym,Fast Food Restaurant,,,,,,
1364,1364,Logan Reserve,4133.0,,,,,,,,,,
1365,1365,Logan Village,4207.0,,,,,,,,,,
1366,1366,Loganholme,4129.0,Mattress Store,Grocery Store,Bakery,,,,,,,
1367,1367,Loganlea,4131.0,Indian Restaurant,Bakery,,,,,,,,
1368,1368,Londonderry,2753.0,Distribution Center,Fast Food Restaurant,,,,,,,,
1369,1369,Long Point,2564.0,,,,,,,,,,
1370,1370,Longueville,2066.0,Park,Boat or Ferry,Harbor / Marina,,,,,,,
1371,1371,Longwarry,3816.0,Bakery,Café,Airport,Bike Rental / Bike Share,Train Station,,,,,
1372,1372,Lonsdale,5160.0,Home Service,Train Station,Other Repair Shop,,,,,,,
1373,1373,Lota,4179.0,Music Store,Clothing Store,,,,,,,,
1374,1374,Lovett Bay,2105.0,Trail,Hostel,,,,,,,,
1375,1375,Lower Mitcham,5062.0,,,,,,,,,,
1376,1376,Lower Plenty,3093.0,Golf Course,,,,,,,,,
1377,1377,Lower Portland,2756.0,,,,,,,,,,
1378,1378,Luddenham,2745.0,,,,,,,,,,
1379,1379,Ludmilla,820.0,,,,,,,,,,
1380,1380,Lugarno,2210.0,Park,Café,Business Service,,,,,,,
1381,1381,Lurnea,2170.0,Shopping Mall,Pharmacy,Park,Pizza Place,Convenience Store,Athletics & Sports,,,,
1382,1382,Lutana,7009.0,Vacation Rental,Paper / Office Supplies Store,Motel,Performing Arts Venue,,,,,,
1383,1383,Lutwyche,4030.0,Gym,Bus Station,Supermarket,Convenience Store,Fish & Chips Shop,Thrift / Vintage Store,Shopping Mall,Clothing Store,Tunnel,Liquor Store
1384,1384,Lyndhurst,3975.0,,,,,,,,,,
1385,1385,Lyneham,2602.0,Café,Bakery,Bookstore,Shopping Plaza,Pharmacy,Athletics & Sports,Grocery Store,Chinese Restaurant,,
1386,1386,Lynton,5062.0,Wine Bar,Scenic Lookout,Australian Restaurant,Train Station,,,,,,
1387,1387,Lynwood,6147.0,Soccer Field,,,,,,,,,
1388,1388,Lyons,810.0,Australian Restaurant,,,,,,,,,
1389,1389,Lyons,2606.0,Café,Grocery Store,,,,,,,,
1390,1390,Lyons,4124.0,,,,,,,,,,
1391,1391,Lysterfield,3156.0,Gas Station,Pet Store,,,,,,,,
1392,1392,Lysterfield South,3156.0,,,,,,,,,,
1393,1393,Lytton,4178.0,Boutique,Cafeteria,,,,,,,,
1394,1394,Macarthur,2904.0,Thrift / Vintage Store,Playground,,,,,,,,
1395,1395,Macclesfield,3782.0,,,,,,,,,,
1396,1396,Macgregor,2615.0,Coffee Shop,Pool,,,,,,,,
1397,1397,Mackenzie,4156.0,Baseball Field,Auto Garage,Bus Station,Convenience Store,Electronics Store,,,,,
1398,1398,Macquarie,2614.0,Pharmacy,Public Art,Sports Bar,Pool,,,,,,
1399,1399,Macquarie Fields,2564.0,Dance Studio,,,,,,,,,
1400,1400,Macquarie Links,2565.0,Golf Course,,,,,,,,,
1401,1401,Macquarie Park,2113.0,Platform,Paper / Office Supplies Store,Coffee Shop,Electronics Store,Vietnamese Restaurant,,,,,
1402,1402,Maddington,6109.0,Bakery,Fast Food Restaurant,Sandwich Place,Liquor Store,Train Station,,,,,
1403,1403,Madeley,6065.0,Sushi Restaurant,Soccer Field,Water Park,,,,,,,
1404,1404,Magill,5072.0,Chinese Restaurant,Bakery,Pizza Place,Fried Chicken Joint,Greek Restaurant,Thai Restaurant,Café,Gym,Liquor Store,Supermarket
1405,1405,Mahogany Creek,6072.0,,,,,,,,,,
1406,1406,Maida Vale,6057.0,Gas Station,Australian Restaurant,Soccer Field,,,,,,,
1407,1407,Maidstone,3012.0,Park,Sports Club,Sporting Goods Shop,Gym,,,,,,
1408,1408,Main Ridge,3928.0,,,,,,,,,,
1409,1409,Malabar,2036.0,Café,Park,Chinese Restaurant,Beach,Fried Chicken Joint,Burger Joint,General Entertainment,,,
1410,1410,Malaga,6090.0,Deli / Bodega,Fast Food Restaurant,,,,,,,,
1411,1411,Malak,812.0,Park,Fried Chicken Joint,,,,,,,,
1412,1412,Malvern,3144.0,Café,Japanese Restaurant,Italian Restaurant,Ice Cream Shop,Turkish Restaurant,Fast Food Restaurant,Spanish Restaurant,City Hall,Convenience Store,Restaurant
1413,1413,Malvern,5061.0,Park,Coffee Shop,Bakery,,,,,,,
1414,1414,Malvern East,3145.0,Park,Café,Thai Restaurant,Light Rail Station,Bakery,Bus Stop,Breakfast Spot,,,
1415,1415,Mambourin,3024.0,,,,,,,,,,
1416,1416,Mandogalup,6167.0,,,,,,,,,,
1417,1417,Mandorah,822.0,,,,,,,,,,
1418,1418,Mango Hill,4509.0,Café,Indian Restaurant,Sushi Restaurant,Steakhouse,Seafood Restaurant,Coffee Shop,,,,
1419,1419,Manly,2095.0,Park,Beach,Café,,,,,,,
1420,1420,Manly,4179.0,Fish & Chips Shop,Trail,Seafood Restaurant,Pub,Park,Café,Farmers Market,,,
1421,1421,Manly Vale,2093.0,Park,Bus Station,Thai Restaurant,,,,,,,
1422,1422,Manly West,4179.0,Asian Restaurant,,,,,,,,,
1423,1423,Manning,6152.0,Gas Station,Chinese Restaurant,Seafood Restaurant,Malay Restaurant,Liquor Store,Café,Grocery Store,,,
1424,1424,Manningham,5086.0,Deli / Bodega,Pizza Place,Tennis Court,,,,,,,
1425,1425,Manor Lakes,3024.0,Hostel,,,,,,,,,
1426,1426,Mansfield,4122.0,Bar,Auto Garage,Liquor Store,Gym / Fitness Center,,,,,,
1427,1427,Mansfield Park,5012.0,Grocery Store,Tanning Salon,Pizza Place,Asian Restaurant,,,,,,
1428,1428,Manton,837.0,,,,,,,,,,
1429,1429,Marangaroo,6064.0,Hobby Shop,Vietnamese Restaurant,,,,,,,,
1430,1430,Maraylya,2765.0,Gas Station,Park,,,,,,,,
1431,1431,Marayong,2148.0,,,,,,,,,,
1432,1432,Marburg,4346.0,Motel,Pub,,,,,,,,
1433,1433,Mardella,6125.0,,,,,,,,,,
1434,1434,Marden,5070.0,Liquor Store,Supermarket,Asian Restaurant,Chinese Restaurant,Fast Food Restaurant,Seafood Restaurant,Gym / Fitness Center,Gym,Pharmacy,Pizza Place
1435,1435,Margate,4019.0,Bakery,Fast Food Restaurant,,,,,,,,
1436,1436,Maribyrnong,3032.0,Recreation Center,Furniture / Home Store,Light Rail Station,Paper / Office Supplies Store,Arts & Crafts Store,Bowling Alley,,,,
1437,1437,Mariginiup,6078.0,,,,,,,,,,
1438,1438,Marino,5049.0,Train Station,,,,,,,,,
1439,1439,Marion,5043.0,Park,Train Station,Trail,Lake,,,,,,
1440,1440,Marleston,5033.0,Café,Pet Store,Fish Market,Athletics & Sports,Sandwich Place,Thai Restaurant,,,,
1441,1441,Marlow Lagoon,830.0,,,,,,,,,,
1442,1442,Marmion,6020.0,Thai Restaurant,Park,Miscellaneous Shop,Beach,Liquor Store,Grocery Store,,,,
1443,1443,Maroota,2756.0,,,,,,,,,,
1444,1444,Maroubra,2035.0,Playground,Pizza Place,Pool,Liquor Store,,,,,,
1445,1445,Marrara,812.0,Track Stadium,Basketball Stadium,Liquor Store,Beer Store,,,,,,
1446,1446,Marrickville,2204.0,Vietnamese Restaurant,Café,Seafood Restaurant,Gym,Coffee Shop,Sandwich Place,Grocery Store,Greek Restaurant,Lounge,Liquor Store
1447,1447,Marryatville,5068.0,Movie Theater,Bakery,Indian Restaurant,Vietnamese Restaurant,Café,Pizza Place,Asian Restaurant,Shopping Mall,Pub,Gastropub
1448,1448,Marsden,4132.0,Home Service,Arts & Crafts Store,,,,,,,,
1449,1449,Marsden Park,2765.0,,,,,,,,,,
1450,1450,Marsfield,2122.0,Park,Supermarket,Bus Station,,,,,,,
1451,1451,Martin,6111.0,,,,,,,,,,
1452,1452,Maryknoll,3812.0,Historic Site,,,,,,,,,
1453,1453,Mascot,2020.0,Bakery,Thai Restaurant,Souvlaki Shop,Middle Eastern Restaurant,Coffee Shop,Grocery Store,Café,Fast Food Restaurant,Playground,Italian Restaurant
1454,1454,Maslin Beach,5170.0,,,,,,,,,,
1455,1455,Matraville,2036.0,Bakery,Gas Station,Dog Run,Café,Pizza Place,Convenience Store,Supermarket,,,
1456,1456,Mawson,2607.0,Bakery,Pizza Place,Sports Bar,Supermarket,Malay Restaurant,Café,Convenience Store,,,
1457,1457,Mawson Lakes,5095.0,Greek Restaurant,Coffee Shop,Sandwich Place,Pizza Place,Pub,Italian Restaurant,Café,,,
1458,1458,Maylands,5069.0,Fabric Shop,Paper / Office Supplies Store,Pub,Gym,,,,,,
1459,1459,Maylands,6051.0,Park,Lake,Golf Course,Thrift / Vintage Store,,,,,,
1460,1460,Mays Hill,2145.0,Clothing Store,Park,Australian Restaurant,Bus Station,,,,,,
1461,1461,Meadow Heights,3048.0,Shopping Mall,Middle Eastern Restaurant,Pizza Place,Grocery Store,Bakery,,,,,
1462,1462,Meadowbank,2114.0,Furniture / Home Store,Korean Restaurant,Park,Playground,,,,,,
1463,1463,Meadowbrook,4131.0,Café,,,,,,,,,
1464,1464,Medina,6167.0,Grocery Store,Pub,Indian Restaurant,IT Services,,,,,,
1465,1465,Medindie,5081.0,Hotel,Gym / Fitness Center,,,,,,,,
1466,1466,Medindie Gardens,5081.0,Hotel,Ski Area,Pet Store,Pub,Gym / Fitness Center,Paper / Office Supplies Store,Electronics Store,Sandwich Place,,
1467,1467,Melaleuca,6079.0,,,,,,,,,,
1468,1468,Melba,2615.0,Indian Restaurant,,,,,,,,,
1469,1469,Melbourne Airport,3045.0,Airport Lounge,Café,Coffee Shop,Fast Food Restaurant,Donut Shop,Rental Car Location,Airport Service,Airport Terminal,Airport,Noodle House
1470,1470,Meldale,4510.0,,,,,,,,,,
1471,1471,Melrose Park,2114.0,Park,Boat or Ferry,Gym,Café,,,,,,
1472,1472,Melrose Park,5039.0,Pet Store,Fast Food Restaurant,Kids Store,Furniture / Home Store,,,,,,
1473,1473,Melton South,3338.0,Fast Food Restaurant,Supermarket,Pizza Place,Bus Station,,,,,,
1474,1474,Melton West,3337.0,Skate Park,,,,,,,,,
1475,1475,Melville,6156.0,Café,Fish & Chips Shop,Liquor Store,Grocery Store,,,,,,
1476,1476,Menai,2234.0,Bus Stop,Seafood Restaurant,Bus Station,Video Game Store,Asian Restaurant,,,,,
1477,1477,Menangle Park,2563.0,,,,,,,,,,
1478,1478,Menora,6050.0,Pizza Place,Dance Studio,Tennis Court,Bus Station,Deli / Bodega,,,,,
1479,1479,Mentone,3194.0,Thai Restaurant,Café,Middle Eastern Restaurant,Sandwich Place,Convenience Store,Grocery Store,Train Station,Bagel Shop,Supermarket,
1480,1480,Menzies Creek,3159.0,,,,,,,,,,
1481,1481,Mernda,3754.0,Bakery,Bus Stop,,,,,,,,
1482,1482,Merricks,3916.0,Brewery,Trail,Café,,,,,,,
1483,1483,Merricks Beach,3926.0,Beach,Dog Run,,,,,,,,
1484,1484,Merricks North,3926.0,,,,,,,,,,
1485,1485,Merriwa,6030.0,Chinese Restaurant,Pub,Liquor Store,Shopping Mall,Playground,,,,,
1486,1486,Merrylands,2160.0,Pizza Place,Fast Food Restaurant,Farmers Market,Coffee Shop,Department Store,Electronics Store,Liquor Store,Bar,Health Food Store,Chocolate Shop
1487,1487,Merrylands West,2160.0,Bakery,Café,Mexican Restaurant,Gourmet Shop,,,,,,
1488,1488,Mickleham,3064.0,,,,,,,,,,
1489,1489,Middle Cove,2068.0,Park,Café,Playground,,,,,,,
1490,1490,Middle Dural,2158.0,,,,,,,,,,
1491,1491,Middle Park,3206.0,Light Rail Station,Café,Grocery Store,Athletics & Sports,Hotel,Seafood Restaurant,Metro Station,Beach,Thai Restaurant,Indian Restaurant
1492,1492,Middle Park,4074.0,Supermarket,Shopping Mall,Italian Restaurant,Fruit & Vegetable Store,Soccer Field,Café,,,,
1493,1493,Middle Point,822.0,,,,,,,,,,
1494,1494,Middle Swan,6056.0,Restaurant,Bus Station,,,,,,,,
1495,1495,Middleton Grange,2171.0,,,,,,,,,,
1496,1496,Midland,6056.0,Fast Food Restaurant,Pet Store,Electronics Store,Sporting Goods Shop,Shopping Mall,Coffee Shop,Sandwich Place,Café,Arts & Crafts Store,Department Store
1497,1497,Midvale,6056.0,Gas Station,Convenience Store,Gym / Fitness Center,Fast Food Restaurant,,,,,,
1498,1498,Midway Point,7171.0,,,,,,,,,,
1499,1499,Mile End,5031.0,Italian Restaurant,Thai Restaurant,Grocery Store,Chinese Restaurant,Dance Studio,Bus Station,Bar,Gym,Yoga Studio,Pharmacy
1500,1500,Mile End South,5031.0,Football Stadium,Café,Shoe Store,Go Kart Track,Big Box Store,Electronics Store,,,,
1501,1501,Mill Park,3082.0,Fish & Chips Shop,Basketball Court,Snack Place,Asian Restaurant,Grocery Store,,,,,
1502,1502,Millendon,6056.0,,,,,,,,,,
1503,1503,Miller,2168.0,Bar,Paper / Office Supplies Store,Hotel,Gym,,,,,,
1504,1504,Millers Point,2000.0,Café,Pub,Hotel,Seafood Restaurant,Coffee Shop,Park,Restaurant,Italian Restaurant,Modern European Restaurant,Sandwich Place
1505,1505,Millgrove,3799.0,,,,,,,,,,
1506,1506,Millner,810.0,Shopping Mall,Farmers Market,Pizza Place,Asian Restaurant,,,,,,
1507,1507,Millswood,5034.0,Playground,Market,Dessert Shop,Café,Thai Restaurant,Indie Movie Theater,,,,
1508,1508,Milperra,2214.0,Café,Food & Drink Shop,,,,,,,,
1509,1509,Milsons Passage,2083.0,Moving Target,,,,,,,,,
1510,1510,Milsons Point,2061.0,Café,Theme Park Ride / Attraction,Italian Restaurant,Park,Bar,Thai Restaurant,Theme Park,Indian Restaurant,Music Venue,Bakery
1511,1511,Milton,4064.0,Café,Brewery,Thai Restaurant,Italian Restaurant,Football Stadium,Bar,Gym / Fitness Center,Market,Sandwich Place,Coffee Shop
1512,1512,Minchinbury,2770.0,Grocery Store,Fish & Chips Shop,Pizza Place,Shopping Mall,,,,,,
1513,1513,Mindarie,6030.0,Café,Brewery,Harbor / Marina,Pub,Ice Cream Shop,,,,,
1514,1514,Minto,2566.0,Fast Food Restaurant,Grocery Store,Supermarket,Department Store,Coffee Shop,,,,,
1515,1515,Minto Heights,2566.0,Home Service,Business Service,,,,,,,,
1516,1516,Miranda,2228.0,Intersection,Bus Station,,,,,,,,
1517,1517,Mirrabooka,6061.0,Food Court,Restaurant,Music Store,,,,,,,
1518,1518,Mitcham,3132.0,,,,,,,,,,
1519,1519,Mitcham,5062.0,Resort,Park,Scenic Lookout,,,,,,,
1520,1520,Mitchell,832.0,,,,,,,,,,
1521,1521,Mitchell,2911.0,Yoga Studio,Gym / Fitness Center,Coffee Shop,Thrift / Vintage Store,,,,,,
1522,1522,Mitchell Park,5043.0,Furniture / Home Store,Automotive Shop,Paper / Office Supplies Store,,,,,,,
1523,1523,Mitchelton,4053.0,Bakery,Vietnamese Restaurant,Steakhouse,Burger Joint,Grocery Store,Thai Restaurant,Gym,Fast Food Restaurant,Chinese Restaurant,Train Station
1524,1524,Moana,5169.0,Motel,Beach,Café,Concert Hall,,,,,,
1525,1525,Modbury,5092.0,Gym,Video Game Store,Thai Restaurant,Pizza Place,Sandwich Place,Snack Place,Fast Food Restaurant,Department Store,Shopping Mall,Women's Store
1526,1526,Modbury Heights,5092.0,Jewelry Store,Grocery Store,Home Service,Snack Place,Shopping Mall,,,,,
1527,1527,Modbury North,5092.0,Shopping Mall,Arts & Crafts Store,Pub,Indian Restaurant,,,,,,
1528,1528,Modella,3816.0,,,,,,,,,,
1529,1529,Moggill,4070.0,,,,,,,,,,
1530,1530,Moil,810.0,Chinese Restaurant,Fish & Chips Shop,,,,,,,,
1531,1531,Mona Vale,2103.0,Café,Supermarket,Park,Liquor Store,Restaurant,Convenience Store,Sandwich Place,Fast Food Restaurant,Paper / Office Supplies Store,Shopping Mall
1532,1532,Monash,2904.0,Bus Stop,Chinese Restaurant,,,,,,,,
1533,1533,Monbulk,3793.0,Business Service,,,,,,,,,
1534,1534,Moncrieff,2914.0,,,,,,,,,,
1535,1535,Monomeith,3984.0,,,,,,,,,,
1536,1536,Mont Albert,3127.0,Breakfast Spot,Korean Restaurant,Restaurant,Flower Shop,Convenience Store,,,,,
1537,1537,Mont Albert North,3129.0,Dessert Shop,Track Stadium,Park,Gym,,,,,,
1538,1538,Montagu Bay,7018.0,Harbor / Marina,Food Truck,Basketball Court,Pool,,,,,,
1539,1539,Monterey,2217.0,Breakfast Spot,Burger Joint,Beach,Pizza Place,,,,,,
1540,1540,Montmorency,3094.0,Café,Thai Restaurant,Burger Joint,Supermarket,Chinese Restaurant,Train Station,Pub,,,
1541,1541,Montrose,3765.0,,,,,,,,,,
